sentiment,text,user
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","funny_friday"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Wistleblower3"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","redhed67"
"negative","RT @Gerashchenko_en: #Ukraine️ has been resisting the “second strongest army in the world” for 39 days. It’s unbelievable.\n\nThese are their…","FrancesJ42"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","corbitt_billy"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","assecuro_ike"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","celticsparky"
"neutral","RT @ServiceSsu: Доброго суботнього ранку 🇺🇦\n\nСпецпризначенці СБУ у режимі 24/7, без перерв і вихідних, відправляють російських окупантів до…","Oles84179873"
"negative","RT @With__Ukraine: British sources claim that Chinese government hackers carried out a series of cyberattacks on Ukrainian military and ene…","TheKitRose"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","andrabrige"
"negative","RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…","TwiJso"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","CourticeKen"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","IanCPilarczyk"
"neutral","RT @ServiceSsu: Доброго суботнього ранку 🇺🇦\n\nСпецпризначенці СБУ у режимі 24/7, без перерв і вихідних, відправляють російських окупантів до…","AndreyPashin77"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","barbaraTschirre"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","econundertow"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","HungDan12265119"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","HD2onPBdotcom"
"negative","RT @diako_n1: The #Russia Dictatorship regim , out of desperation for casualties and the heavy cost of aggression against Ukraine, have now…","Stats4your"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","SamAnnMorris"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","s9nk1"
"neutral","Szpital położniczy w Charkowie. Wszystko przeniesione do piwnic.\nFot. Marcus Yam\nhttps://t.co/FlcV77OBww… https://t.co/EhF5NH3iuP","Majewska0402"
"neutral","@RusEmbassyJ @mfa_russia ウクライナ国民の苦悩の思えば、多少のマイナス影響なんて何ともない。\n#StopRussia \n#StandWithUkraine\n#ウクライナ\n#ロシア","tkanao"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","dasewigelied"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Gena61716191"
"neutral","RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk","Shindensha"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","haugen_cammy"
"neutral","#Путин переплюнул #Гитлера. Пора Миру понять, что этого демона нужно изгонять всем миром. \n\n#Ukraine #Energodar… https://t.co/ZWDw5dO7ts","karabah_news"
"neutral","RT @dmitry_gordon: Освобожденные после обмена украинские военные уже направляются к своим родным\n#Украина #Россия #агрессияРоссии #вторжени…","Rinat9864"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Janexio"
"neutral","RT @DefenceU: Хроніка 3️⃣7️⃣ дня героїчного протистояння українського народу російським загарбникам.\n\nРазом до перемоги! 💙💛\n#stoprussia #ми…","Cakecaramella"
"neutral","RT @With__Ukraine: 😡 Several russian missiles exploded in Kharkiv Central Park on April 2\n\n#StopRussianAggression #StopRussia https://t.co/…","schtinkygirl"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","TorgyTorger"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","TaiPan_Int"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","LenrThinking"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","samlavoie"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Gauci10P"
"neutral","💔💔💔😢 #RussianUkrainianWar #StopRussianAggression #StopRussia https://t.co/1QixrucQ7T","ViktoriaIvanch2"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Roger_Xanth_Day"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Dordevica"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","frey_gail"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","Artski"
"neutral","https://t.co/VppdypMbuV #StopRussia #NotOnlyPutin https://t.co/xVvNVOhReU","Sylvia08905705"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Oksi_smile_Oksi"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","olha_drozd"
"neutral","RT @armyinformcomua: 🇺🇦 flag is flying over the #Chornobyl nuclear power plant again.\n\n#StopRussia\n#UkraineUnderAttaсk #UkraineWillWin #Sla…","Olivier56999622"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","LivToBake"
"negative","RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…","htoscho"
"neutral","💔💔💔 #StopRussia #Kyiv https://t.co/VpaK9dTlXw","Laurieluvsmolly"
"neutral","RT @KpsZSU: ⚡The Ukrainian Air Force would like to address misinformation published in multiple Western media outlets regarding the situati…","TTotoilet"
"positive","RT @DefenceU: 153 killed Ukrainian children will never be able to taste chocolate again. We call on @ritter_sport to leave russia and stop…","DNK95170144"
"neutral","RT @rnbo_gov_ua: ❗️ЦПД звертається до урядів Франції, Угорщини та Німеччини з проханням вплинути на фармкомпанії, що ведуть бізнес в росії…","Anna_Ukrainian"
"negative","hi. i want to remind that i have some #nft drops. \nI will be grateful if you support me in these desperate days for… https://t.co/2ZL8QwrBKI","phobia_poly"
"negative","RT @notonlyputin: 💬«Fuck it. All the same sping already, it's time to fertilize the ground»\n\n💬«Helicopters shot down near Mariupol could ha…","22Slava_Ukraine"
