sentiment,text,user
"neutral","If only this was simply a necessary in war “dehumanize the enemy” move. But this is #Ukraine’s reality. #russianarmy https://t.co/RaILWKDbTQ","Bekhta_n"
"positive","#Russian forces creating “complete disaster” by leaving mines on homes, corpses as withdraw around #Kyiv: #Zelensky… https://t.co/vAVWg1MQRK","ArmedMaidan"
"neutral","RT @olex_scherba: Kyiv oblast. A civilian car drives by. #RussianArmy shoots, kills - and drives away.\n\n#PutinWarCrimes #PutinHitler \n#Stan…","ghostsasfriends"
"neutral","RT @GlobalWideViews: Russia on motion on changing the payment system for exports   in Rubles, watch China, Mexico, South Africa, Argentina…","9ELPADRINO9"
"neutral","RT @_Kadyrov95: Μόλις άκουσα τον security να λέει πως καλά κάνει και εφαρμόζεται η Νέα τάξη πραγμάτων και η μείωση πληθυσμού διότι είμαστε…","PouloTon"
"neutral","RT @Matt_VanDyke: Syrian mercenaries, come die for Putin.\n\nYour bodies will fertilize the wheat fields of Ukraine.\n\nNext year will be a goo…","grbusinaro"
"neutral","RT @Suriyakmaps: Thirty-eighth day of combats continue with #RussianArmy withdrawal from severar areas of northern front. The semi-siege of…","CesareInvictus"
"neutral","RT @Suriyakmaps: by #RussianArmy was overestimated, this can explain the continue ambushes against their troops in addition with the logist…","CesareInvictus"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","dearduskydusk"
"positive","Russia-Ukraine war: Are reports of Russian troops mutinying and deserting true? It’s happened before #Russia… https://t.co/7zf0PqyDZ4","HerryNapit"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","TheDetroiter18"
"negative","A Russian military helicopter shot down by the Ukrainian Army with the British Starstreak. #Ukraine #Ukraina… https://t.co/M9LmnOj4xE","AbdullahManaz"
"positive","RT @Suriyakmaps: - #RussianArmy advanced north &amp; northeast of Urozhaine/Урожайне village as advance towards Velyka Novosilka/Велика Новосіл…","CesareInvictus"
"positive","RT @Vlad_Mykhnenko: Following their lucky escape from 🇺🇦Kyiv region, these #RussianSoldiers head for the nearest post office in 🇧🇾Mozyr, Be…","Bekhta_n"
"positive","RT @olex_scherba: After #Ukraine liberated Mala Rogan near #Kharkiv, many destroyed civilian cars were found on the freeway. #RussianArmy w…","chavelin16"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","NoRUFascist"
"positive","RT @LinskiZai: Zelensky: I have a joke for you \nPutin: What?\nZ: Kyiv\nP: I don’t get it.\nZ: That’s right. You surely won't! 🙄\n\n#Ukraine #Rus…","KLCreativeStd"
"neutral","RT @KatyaMK26: Here is proof that #Russians are stealing washing machines to sell them in #Belarus.\n#Ukraine #RussianArmy #RussianSoldiers…","Johnyrocket69"
"neutral","Mariupol🇺🇦\n\n#Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal \n#RussianArmy #RussianInvasion… https://t.co/AV34unzfYu","Boomersaurus"
"neutral","#Bucha and #Irpen. Unspeakable cruelty of orcs.\n\nThe bodies of civilians lie just in the middle of the road. This i… https://t.co/aFxMaTcC7y","KatyaMK26"
"neutral","🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪🇪\n\n#Anonymous #FckPutin #StandWithUkraine #PutinIsaWarCriminal \n#RussianArmy… https://t.co/uP8JIfO3qm","Boomersaurus"
"positive","RT @EmineDzheppar: High ranking #Russian occupant stole #Ukrainian car, put a \"V\" sign on it &amp; filled it with stolen phones, laptops, iPads…","LemTomek"
"positive","RT @EmineDzheppar: High ranking #Russian occupant stole #Ukrainian car, put a \"V\" sign on it &amp; filled it with stolen phones, laptops, iPads…","Marcin_Kaminski"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","ngfelixl"
"neutral","Here is proof that #Russians are stealing washing machines to sell them in #Belarus.\n#Ukraine #RussianArmy… https://t.co/AAelQl1DCf","KatyaMK26"
"neutral","@GazetaRu Русские мородеры отправляют с Белорусии «освобожденные» у мирных жителей Украины вещи. Какие же вы русня… https://t.co/eYmOmIbJW1","kiana_0_0"
"neutral","RT @The3Swamp: - Genial -\nDie Ukraine bietet Russen, die überlaufen oder verkaufen wollen, Belohnungen an.\nJET – 1.000.000 $\nHUBSCHRAUBER -…","just_saying1337"
"neutral","RT @Click_Syria: State Security Administration building in Mariupol.\n\n#RussianUkrainianWar \n#Ukrainian \n#RussianArmy https://t.co/xR7VTZfbsv","Nour61438090"
"neutral","RT @Click_Syria: The destroyed building of the Drama Theater in Mariupol\n\n#RussianUkrainianWar \n#RussianArmy \n#UkraineRussianWar https://t.…","Nour61438090"
"neutral","RT @Click_Syria: Kharkov region\n\n#RussianUkrainianWar \n#Ukraina \n#RussianArmy https://t.co/LXsG6SZX0G","Nour61438090"
"negative","World #news update:\n\nSlow #cyberwar of #Russia  begins to escalate in #Ukraine\n\n#RedCross tries #mariupol evacuatio… https://t.co/PLAEKCV0qh","MuntasirSarkar"
"neutral","@ICRC #RUSSIA #RUSIANWARFARE #HumanityNOTWelvome In #RUSSIANArmy","fcbmike1900"
"positive","@UAWeapons UAWeapons followers will find this article interesting: https://t.co/qHdmOYxr5M\n#StandWithUkraine… https://t.co/lycmXZk2lY","jameswmoore"
"positive","#Ukraine: Ukrainian army offers a reward if Russian pilots defect to Ukraine: $1 million per aircraft and 500,000 p… https://t.co/1gfhZNfjSI","HerryNapit"
"neutral","RT @ProfeLRodriguez: Papa Francisco estudia viajar a #Ucrania \nAntes de llegar a #Malta, Francisco respondió a periodistas sobre la invitac…","JuanPab28790172"
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","haraldwl"
"neutral","RT @Matt_VanDyke: Syrian mercenaries, come die for Putin.\n\nYour bodies will fertilize the wheat fields of Ukraine.\n\nNext year will be a goo…","JonWallner"
"negative","RT @ShoNenJumPusa: During the liberation of the village in Chernihiv region, the military visited his parents, who spent a month under occu…","BanPlasticWorld"
"neutral","RT @Internl_Leaks: Anti-war rallies are taking place in #Russia \n\nRussian police detain people as they approach the gathering places. \n\n#Uk…","GhayasM73"
"positive","Can we wait adequate integration into world society from \"people\" who are eating noodles from sink? Full video how… https://t.co/d55zMhaeLe","JuliestJu"
"positive","NOW THIS NEEDS TO BE LIKED AND TAGGED!!\nCheck out my new NFT on OpenSea! https://t.co/zXJpwRooui via @opensea… https://t.co/PMxzsRUYUK","GouravR32152780"
"neutral","RT @yenpox: #energodar , occupied territory by 🇷🇺 fascists. When civilians went out to protest the occupation, #RussianArmy started to shoo…","kv_neko"
"neutral","#RussianArmy #AI\n🚀Key genioux facts\"\nhttps://t.co/JOBNUlyI98\nhttps://t.co/HPmGgAiTHU\nhttps://t.co/gBBD7Fb63b… https://t.co/4lTkEIfYFX","BigDeporte"
"negative","#BREAKING #Anonymous hacks Russian Orthodox Church &amp; Lipetsk Company.\n\n#Russia #RussianArmy\n#RussiaUkraineConflict… https://t.co/trGPUUQIMv","The5HbK"
"positive","So find and detonate  them you were both playing in the same sandbox of #war be happy #RussianArmy retreated time t… https://t.co/eDQ4eAVOGo","DolLang1975"
"negative","#BREAKING #Anonymous hacks Russian Orthodox Church &amp; Lipetsk Company.\n\n#Russia #RussianArmy\n#RussiaUkraineConflict… https://t.co/VS8LB8j5jx","Internl_Leaks"
"neutral","RT @AustinAlego2: My trying to understand why my army is retreating from Kiev\nCredit:\n@DarthPutinKGB \n\n#Ukraine #RussianArmy #WarCrimes #Ky…","BanPlasticWorld"
"neutral","#RussianArmy #Россия #Российскаявойска #Российские #войска #Российские #rattlingsomecages https://t.co/RrfbLWnXlj","uasupport999"
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","SRaschbacher"
"neutral","RT @ukraine_world: How Bucha (Kyiv region) looks like on April 2 after it was released from #RussianArmy invaders, by @komarovmir https://t…","BatallonAZOV"
"positive","RT @olex_scherba: #RussianArmy intercept:\n- Did you see dead people?\n- Sure, mom! Killed 2 men &amp; a woman.\n- Why the woman?\n- Well, she thre…","JuliaKlnka"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","scott_stll"
"neutral","#russians #RussianWarCrimes #RussiaInvadedUkraine  #RussianUkrainianWar #RussianArmy https://t.co/Lz1yAGrkmz","NFA_78"
"neutral","@SamselMarcin #RussianArmy to barbarzyńcy. To nie zwierzęta, to ludobójcy, bez żadnego honoru, bez żadnych uczuć, z… https://t.co/0jwHThQoU9","Karol_lorak_"
"positive","RT @InvestorHumbl: Rare trophy 9S932-1 radar-equipped air defense command post vehicle, part of a larger system known as Barnaul-T #Ukraine…","Miss_Rina"
"positive","RT @Vlad_Mykhnenko: Following their lucky escape from 🇺🇦Kyiv region, these #RussianSoldiers head for the nearest post office in 🇧🇾Mozyr, Be…","YPYurchenko"
"neutral","RT @RubyTuesday828: Ostatni rosyjski żołnierz schwytany w #Irpin przez Ukraińskie siły. Miasto jest już wyzwolone.\n#Irpień\n#StandUpForUkrai…","KossowskiAndrze"
"neutral","#RussianArmy kill our children\n#PutinLies #rashism #Ukraine #PutinsWarCrimes #hatred https://t.co/GxCHmV3RRI","AnutaStefanska"
"neutral","📌 مسيرات حاشدة بشوارع ألمانيا دعماً لروسيا.. ما حكاية المقاطع المتداولة؟\n\n#روسيا_واوكرانيا #روسيا #اوكرانيا_روسيا… https://t.co/8sEHBn4CbT","EekadFacts"
"neutral","The meaning of Z (задний) is \"R\" 😂\n\n#RussianArmy #RussiaInvadedUkraine https://t.co/b3YA1Fl3gG","ElshanA11"
"neutral","RT @LondongradC: #DearFriends #RussianEmbassy @RussianEmbassy \n#Borodyanka #Kyiv #Ukraine \n#RussianUkrainianWar #RussianArmy","MrConnieS"
"negative","KNOCK-KNOCK ITS DARK NATURE!!\nCheck out this item on OpenSea https://t.co/okmIyRD7cH via @opensea \n#Ukraine… https://t.co/lBJpzeP5Rs","GouravR32152780"
"negative","@NatashaBertrand Shitty #RussianArmy . Can’t fight for crap, no logistics, no strategy. Just destruction and cruelty.","stevesi28838948"
"positive","Interesting graphic of how Starstreak #SAM works.  Shot down a #RussianArmy helo and will shoot down many more in… https://t.co/nfoBQYoDKi","DBDesRoches"
"positive","RT @olex_scherba: One of Europe’s leading experts on far-right groups @A_SHEKH0VTS0V explains why it’s hypocritical to complain about #Azov…","IzzyVerena"
"positive","RT @Suriyakmaps: During thirty seventh day of combats an important #UkrainianArmy advance took place following #RussianArmy withdrawal in n…","dfugita"
"positive","More captured/destroyed #Russian equipment #Ukraine #UkraineUnderAttack #RussianArmy #СвоихНеБросаем #потерьнет… https://t.co/xIJF08FcbU","InvestorHumbl"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","INSTINC26289171"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","SmartB0ss"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","abramsm1a2sv3"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","CLEANBOSS2"
"neutral","RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…","AshRite2"
