sentiment,text,user
"negative","Putin warned there are ‘classic signs of an impending coup’ as ‘dissension has broken out at the highest levels in… https://t.co/mI0qIiBi1y","LondonLovesBiz"
"neutral","RT @berehulak: A stray dog accompanied Ukrainian fighters of the Odin Unit, as they took cover inside of a building after hearing incoming…","Adehmark23"
"positive","RT @ChaliceGarden: The latest #USA military aid package to #Ukraine includes laser-guided rocket systems, tactical drones, Humvees, night v…","WairarapaJane"
"neutral","RT @giammarcosicuro: Perdere un figlio.\n#Mykolaiv #UkraineWar https://t.co/eEFGobHeTP","TntLuca"
"positive","RT @UKRWarSitRep: ⚡️Also detentions in Moscow and St. Petersburg. 👉 Ax Live #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/XiMB…","caprinoticed"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","panapana18"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","WWWUKRAJINA"
"positive","RT @id_communism: #Athens - Thousands of people attended the massive anti-war rally of the Communist Party (#KKE) sending a strong message:…","kostashatzis5"
"positive","RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…","Messi4813"
"positive","🇷🇺Russian paratroopers who demonstrated courage and heroism during the special military operation to defend the Don… https://t.co/1H9WxTKz07","sciencespacetc"
"neutral","RT @UKRWarSitRep: #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/JKch0q8qnF","caprinoticed"
"positive","RT @UKRWarSitRep: The General Staff of the Armed Forces of Ukraine reports that Russian troops are striving to reach the administrative bor…","YeomanRuth"
"neutral","RT @MateuszSobiera3: Bucha and Irpen. Unspeakable brutality of the orcs. Bodies of civilians lying just in the middle of the road. This is…","AbyssChronicles"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","Irokez18"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","carlos_molina68"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","BGuangren"
"neutral","RT @dnyadaniil: Trained Ukrainian war bird flew over Belgorod in Russia and destroyed a Russian fuel tanker.\n#Ukraine #UkraineWar #Russia #…","mbelcastrob"
"positive","RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…","afe_asfaw"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","platyk"
"neutral","RT @Frostilicus_: Equipo 🇷🇺 abandonado en el Oblast de #Kiev, en zonas aledañas al río #Irpin \n\n#UkraineRussiaWar \n#StandWithUkraine️ \n#Sla…","JayTrader9"
"neutral","#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/3drTDnoj4q","UKRWarSitRep"
"neutral","RT @berehulak: A stray dog accompanied Ukrainian fighters of the Odin Unit, as they took cover inside of a building after hearing incoming…","67_jools"
"neutral","RT @guillaume_ptak: #Irpin, outskirts of #Kyiv. According to the 🇺🇦 soldiers escorting us, this car was used by 🇷🇺 troops trying to flee th…","divyanathan"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","jrbkjrbk"
"positive","This thread is important and beautifully stated. The world is at a cross road. #IStandWithUkraine #UkraineWar https://t.co/oJxcsPlXZo","Democracy_Saves"
"positive","RT @TexasRedFox13: The Ukrainian Armed Forces successfully used the British Starstreak for the first time, shooting down a Russian plane in…","design_Nippon"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","_Ilya_Prorok_"
"neutral","Look at Kharkiv city, what has been done by Russia to this city, Kharkiv city has turned into a deserted area… https://t.co/lyETJwANqH","sujitnewslive"
"positive","RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…","Qeentigraweyti"
"negative","RT @dnyadaniil: Everyone knows that democracy is the right to freedom. Guys, it's impossible to imagine that this is happening in 2022. Tod…","mbelcastrob"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","Rinat9864"
"neutral","RT @tolgaozbek_com: Almanya’dan Ukrayna’ya tank satışına izin, ABD’den transfer desteği\nhttps://t.co/Ep4adWpvax #Ukraine #UkraineWar #Ukrai…","btfcetinkaya"
"negative","Most tragic counter: Putin kills a Ukrainian child every six hours https://t.co/LzpeGQYv4P #UkraineRussianWar… https://t.co/kBMozcpWzV","knittingknots"
"positive","RT @UKRWarSitRep: The General Staff of the Armed Forces of Ukraine reports that Russian troops are striving to reach the administrative bor…","caprinoticed"
"positive","Projectiles that are falling on our hometowns don't stop us. They make us stronger. Everyone does absolutely everyt… https://t.co/srrr8zsdGQ","uacreators"
"negative","Documentary photographer, photojournalist Maks Levin found dead in Kyiv region https://t.co/4kjozRMpej… https://t.co/rimZCaZS4E","knittingknots"
"negative","RT @InfoGeek17: In the Kharkiv region, the military 95th Airborne Assault Brigade shot down two Mi-8 transport and combat helicopters of th…","JayTrader9"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","adrianngan"
"neutral","Enemy trying to reach administrative borders of Luhansk, Donetsk, Kherson regions https://t.co/G80FbvNraK… https://t.co/HE41hezPp5","knittingknots"
"neutral","En gros arrêtez vos agitations si vos sanctions sont contre-productives, se retournent contre vous et que vous n'ar… https://t.co/ysYWha7zCw","VertRed"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","DCSS_PlymouthUn"
"negative","Together with our partners we distributing food in Chernihiv, city without electricity and serious shortages of foo… https://t.co/GPUJxmSZCF","hopeforukraine"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","ProkopiukSergei"
"neutral","Newsweek\nhttps://t.co/F8RUbjAjid\nRussian Troops Sickened by Contaminated Chernobyl Soil: Official \n#chernobyl… https://t.co/pAqrZjJtBB","aaanewsjapan"
"neutral","🇺🇦🇷🇺 Destroyed BTR-70 in Mariupol #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/UYvCuEPWQX","UKRWarSitRep"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","Migrant_Mick"
"positive","The Defense Ministry also said that during the first stage of the operation it had been planned to force the enemy… https://t.co/r5fxHI1lhs","KatyaMK26"
"neutral","#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/JxRbuYNxO7","UKRWarSitRep"
"neutral","RT @KYTKYTKYTKYTKYT: Κοιτάξτε τη φάτσα του #Ζελενσκι όταν ο Αμερικανός πρόεδρος το 2018 του λέει πως η χώρα του είναι η πιο διεφθαρμένη και…","Ioannis65610603"
"positive","#Italy Foreign Minister Luigi Di Mayo said the government “is ready to contribute to the peace process and act as a… https://t.co/VGqZco24IT","RoINTEL"
"neutral","RT @DutchFarmerInUA: All Efforts To Ukraine!\n\n#Ukrania #Ukraine #UkraineUnderAttack #UkraineWar  #UkraineRussia #UkraineRussiaWar #WARINUKR…","WimVerschuur"
"positive","RT @proudukraine: Special Operations Forces of #Ukraine blows up the #Russian convoy 🔥\n\n#UkraineWar #WARINUKRAINE #ukrainewarvideos #Ukrain…","mrandersen304"
"neutral","RT @GlobalWideViews: Russia on motion on changing the payment system for exports   in Rubles, watch China, Mexico, South Africa, Argentina…","9ELPADRINO9"
"neutral","Zelfs #Orwell had dit niet kunnen bedenken\n\nIn het Zaryadye-park in #Moskou worden mensen aangehouden die alleen ma… https://t.co/TOFsPBTkuw","kroon125"
"neutral","RT @NextaUa: Пояс с большой историей!\n\nЯрослав Амосов - Чемпион Bellator достает свой титул из подвала после освобождения его родного Ирпен…","uasokyra"
"neutral","Come spiegato su Scenari (Domani), in Afghanistan, Iraq e Vietnam gli Usa non sono riusciti a imporre la loro volon… https://t.co/Lcz7BJ56Io","pietroraffa"
"negative","RT @MateuszSobiera3: In Moscow, people are being detained for going to anti-war rallies. There are few daredevils, there are a dozen cops f…","truhelka1"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","shakhtarska"
"neutral","Ukraine's economy could contract 40% in 2022 : Economy Ministry\n#Ukraine #UkraineRussiaWar #UkraineWar #war… https://t.co/yFZ8GXBvdG","MovieXen"
"neutral","RT @NextaUa: Пояс с большой историей!\n\nЯрослав Амосов - Чемпион Bellator достает свой титул из подвала после освобождения его родного Ирпен…","potapoff76"
"neutral","RT @YoshiYamamo_to: The same woman in labor from Mariupol, Maryana, tells how barracks for Ukrainian militants was made from the maternity…","TheDetroiter18"
"neutral","RT @KyivPost: The International Committee of the #RedCross said it had a team of three cars and nine staff heading towards the besieged Ukr…","tempkenalt"
"positive","Please #Retweet If You Agree: In Order to #HelpUkraine Win,It's Time to Treat #Sanctions Against #Russia As a Form… https://t.co/1cpqQYvPwc","ActionTime"
"positive","RT @GoncharenkoUa: It's Irpin - a small town near Kyiv. Now Irpin is completely destroyed. Russia has turned a peaceful town into ruins\n\n#R…","twitnjackie"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","bloombridgecap"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","Ih8bigbruddah"
"neutral","Slava Ukraini!🇺🇦\n\n#SlavaUkraini #Ukraine #UkraineRussiaWar #UkraineWar #StandWithUkraine️ https://t.co/h1aSPK9Cbn https://t.co/x6riedGqMD","LinskiZai"
"positive","RT @proudukraine: #Ukrainian defender meets with his parents that live in Nova Basana(#Chernihiv region). \n\nToday that village was complete…","amyltrer"
"positive","RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…","HaraWedi"
"positive","RT @Rachelch35: PLEASE PLEASE DONATE TO THESE WONDERFUL PEOPLE 😇 UKRAINIAN ANIMAL RIGHTS ORGANISATION 🇺🇦🙏🏻 https://t.co/KXAoyJenM6 HELPING…","miles6666"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","Bassaces1"
"neutral","RT @S_vivat: Украина🇺🇦 ВСУ продвигаются оттесняя агрессора с территории Украины. Вдоль дорог много уничтоженных танков и техники российских…","janatkassimchja"
"negative","⚡️A man was detained in Moscow for a single picket with a package of Miratorg. He crossed out the word &amp;quot;bargai… https://t.co/X8LO2ZqJaR","UKRWarSitRep"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","HelenHe76610269"
"neutral","Ukrainian flag raised over Chernobyl, nuclear operator says \n#Ukraine #UkraineRussiaWar #UkraineWar #war… https://t.co/JYATwibDSY","MovieXen"
"neutral","RT @JominiW: 1/ Ukrainian Theater of War, Day 37: Today’s update focuses on each of the Strategic Fronts in the UTW. BLUF, Ukraine has defe…","dennisfa"
"neutral","#Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/SHgpyy52PZ","UKRWarSitRep"
"positive","RT @ADEYMARE: The absence of compassion from the Int'l Community towards the suffering of #Tigray|ans has become even more evident after th…","Letisha81925310"
"positive","Brovarsky district. APU 🇺🇦 is cleaning up. Real War #Ukraine #UkraineWar #Russia #UkraineInvasion https://t.co/Kd3jBnVP9g","UKRWarSitRep"
