sentiment,text,user
"neutral","RT @CGMeifangZhang: #Taiwan Such claim that Chinese mainland \"threatens\" Taiwan doesn’t hold water at all. The Taiwan question is China’s i…","Ramonmotam"
"neutral","RT @globaltimesnews: #GTGraphic: #NATOExpansion obsession led to #UkraineCrisis. #CauseOfGlobalUnrest https://t.co/FuxZJaNJUa","mindfrozentime"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","LehiRed"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","Jonatha46078699"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","RecioPastor"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","Basil284"
"negative","How US sanctions and little things like microchips grind big Russian tanks to a halt: “Russia is running out of the… https://t.co/dPhZfKfl9d","DavidTafuri"
"negative","RT @TheSummerNews2: Fuel Prices escalates, raising serious concerns.\n#thesummernews #piyushgoyal #Dubai #Ukrainecrisis #FuelPriceHike #infl…","Lucky6Gurpreet"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","TokyoSanctuary"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","sheilaLmcdonald"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","hamdalabdy"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","CaoYi_MFA"
"positive","#Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda… https://t.co/etpasxdTWv","CGMeifangZhang"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","xiangyuvv"
"neutral","RT @DNNEuropa: A kid and his dad get punished and humiliated publicly in Ukraine 🇺🇦\nUkrainian authorities are nazis and there's a lot of pr…","Raul_Reg_espi"
"negative","#JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","CGMeifangZhang"
"positive","Far-right battalions were calling for volunteers before the battle of Kyiv started. This is not a joke and can be a… https://t.co/dgzdE48SYw","Badnews42497772"
"neutral","#Ukraine #UkraineWar #UkraineRussianWar #UkraineUnderAttaсk #UkraineInvasion #UkraineCrisis #photojournalism… https://t.co/txN7x1zH2j","elianoimperato"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","_BenZolwik_"
"neutral","RT @kroon125: Let op‼️, gruwelijke beelden.\n\nzonder uitleg… #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrime…","_LeMoog_"
"neutral","RT @FarhanMorya: #UkraineRussiaWar #PutinWarCriminal #Zelensky #Poutine #UkraineCrisis #Ukrainian #UkraineUnderAttaсk #Ukraine #UkraineUnde…","Ervin_Royston"
"neutral","RT @audiocustoms82: I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to build co…","A3_Melle"
"neutral","I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to buil… https://t.co/64vbWmcDEA","audiocustoms82"
"neutral","RT @Voaburmese: ယူကရိန်းနိုင်ငံရဲ့ ကာကွယ်ရေးစွမ်းရည်ကို အားဖြည့်ဖို့အတွက် \"လုံခြုံရေးဆိုင်ရာ အကူအညီ\" ဒေါ်လာ သန်း ၃၀၀ လျာထားတဲ့အကြောင်း အမေ…","KyawThi15271062"
"neutral","ယူကရိန်းနိုင်ငံရဲ့ ကာကွယ်ရေးစွမ်းရည်ကို အားဖြည့်ဖို့အတွက် \"လုံခြုံရေးဆိုင်ရာ အကူအညီ\" ဒေါ်လာ သန်း ၃၀၀ လျာထားတဲ့အကြော… https://t.co/tmINykEemU","Voaburmese"
"neutral","RT @kroon125: (1) De zuivering gaat verder in #Marioepol #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrimes #…","Ronaldo_uber"
"positive","https://t.co/LfgGzX7m6M\n\nTo save \"#journalists\" the bother of thinking - ready-made \"recommendations\" for controlli… https://t.co/qldOxpVrUw","Terenceirwin"
"neutral","RT @zaleskimichael1: @PawelChojecki #Vatican ma znakomity wywiad . #UkraineInvasion #UkraineCrisis #UkraineWar #RussiaInvadedUkraine #StopR…","Elbieta19132649"
"neutral","Stems from the cooperation between nazi Germany and a portion of Ukraine. https://t.co/OmrJx2Dsfh\n\n #KyivNotKiev… https://t.co/PvCCypxHOz","PedesisMovement"
"neutral","Kyiv. Jan 1st, 2022. Normalisation of nationalistic views are one thing, but replicating German nazi marches is ano… https://t.co/QH4DpT2Es1","PedesisMovement"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","_l17r_"
"neutral","RT @ABSCBNNews: JUST IN: Russian forces in 'rapid retreat' from northern areas: Ukraine | via @AFP #UkraineCrisis \n\nRelated report: https:/…","shee_silva"
"neutral","The @Ukraine should not be underestimated. There is every possibility of bringing the war home to Russia.… https://t.co/AglrDngexZ","mustaphadirect"
"neutral","Ukraine Crisis: రష్యా అధ్యక్షుడు పుతిన్ క్యాన్సర్‌తో బాధపడుతున్నారా?\n#Ukrainecrisis #Russia #Telugunews #Putin… https://t.co/qudemXwvKM","eenadulivenews"
"neutral","RT @TW_nextmedia: 俄烏戰事中國立場艱難　專家：真正尷尬的狀態還沒來\n#蘋果國際 #國際新聞 #中國 #中国 #China #中共 #俄羅斯 #烏克蘭 #俄烏戰 #StandWithUkraine #Ukraine #Russia #烏克蘭危機 #Ukraine…","STEFPMP"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","SuzHarwood"
"neutral","俄烏戰事中國立場艱難　專家：真正尷尬的狀態還沒來\n#蘋果國際 #國際新聞 #中國 #中国 #China #中共 #俄羅斯 #烏克蘭 #俄烏戰 #StandWithUkraine #Ukraine #Russia #烏克蘭危機… https://t.co/BPDvOxRV59","TW_nextmedia"
"neutral","https://t.co/APm6AU4gLu\n#RussianSoldiers \n#UkraineRussiaWar \n#UkraineCrisis","martinworldtrvl"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","SuchanVladimir"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","AOnewith"
"neutral","RT @iAshishVaidya: Ruben Gisbert a Spanish lawyer and independent journalist, has travelled to Donetsk to report and denounce the crimes co…","Kenjen39949285"
"negative","Extreme rijlessen in de regio #Sumy #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression… https://t.co/LXbRSSJhvY","kroon125"
"neutral","RT @theserenadong: \"All countries should be vigilant against the adverse spillover effects of the #UkraineCrisis\" said Chinese FM #WangYi .…","hamdalabdy"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","nigroeneveld"
"neutral","Let op‼️, gruwelijke beelden.\n\nzonder uitleg… #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression… https://t.co/7VDqjGykG4","kroon125"
"neutral","Dit zijn de indicatieve schattingen van de Russische gevechtsverliezen op 2 april, volgens de strijdkrachten van… https://t.co/epWYhSArEL","kroon125"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","TamaraBaumdani"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","clawik234"
"positive","RT @moreindigo: Yorkshire folks! I’m connecting Ukrainian refugees with potential Homes for Ukraine hosts. If you’re willing to host someon…","NoWarMarchLeeds"
"positive","Yorkshire folks! I’m connecting Ukrainian refugees with potential Homes for Ukraine hosts. If you’re willing to hos… https://t.co/mLM997oFrC","moreindigo"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","asjvW0FVXmQVoDm"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","AirbandNwuk"
"positive","RT @lionhea02905378: First videos emerge from Bucha after Russian forces retreated. Bodies left lying in the street; absolute destruction.…","RoostersLord"
"neutral","(1) Anti-oorlogsacties vinden plaats in Russische steden.\n\nZoals gewoonlijk houden Poetins politieagenten mensen al… https://t.co/6oskxPXYQG","kroon125"
"positive","RT @alexander_minh: More Russian links revealed regarding Sunak's wife &amp; the company Catamaran Ventures UK Limited of which she is the majo…","peasty01"
"negative","RT @lionhea02905378: A Russian defensive position was taken by Ukraine forces. The T-72 tank was destroyed, a military truck was abandoned.…","RoostersLord"
"negative","RT @lionhea02905378: Ukrainian artillery hit diectly a Russian BTR-80 armored vehicle, after the secondary explosion, the vehicle was finis…","RoostersLord"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","seandeman193"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","trojan631"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","profmikhailov"
"neutral","RT @kroon125: Het woord schaamte wordt binnenkort ook toegevoegd aan de lijst met verboden woorden in #Rusland #Ukraine #UkraineCrisis #Ukr…","LigtenRolf"
"neutral","❓‘Russian Population Has Been Misinformed’ – Bishop Of Odessa #ukraine #ukrainecrisis #ukraineconflict… https://t.co/zZoAIbxQv5","Exaudi_News"
"neutral","RT @kroon125: Je kunt er eindeloos naar kijken ''Dictator #AleksandrLoekasjenko geeft les'' #Belarus #Ukraine #UkraineCrisis #UkraineWar #S…","Alyon_Advocate"
