sentiment,text,user
"neutral","യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/0NGDhT1L7j","reporter_tv"
"neutral","യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/4wTZFkg6KV","ReporterTv_News"
"positive","RT @Ilmastosankari: Do you want to be \"liberated\"? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack","realkliman"
"positive","Do you want to be \"liberated\"? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack https://t.co/JW4W8H6LRm","Ilmastosankari"
"negative","RT @StopFakingNews: ✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor Mak…","DinDOnbass"
"negative","✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor… https://t.co/IXLSsikjXJ","StopFakingNews"
"neutral","RT @lets_gobrandon_: #FreedomSquare bombed by #russia | #VladimirPutin \n#RussianMilitary #Russianattack #RussianAggression #RussiaUkraineWa…","ibrahimozcaylak"
"neutral","@ArchaliasRAB URA #russianASSet- So, FOADUDMFB\n\n(R)-led SENATE INTEL- August, 2020, under #tfg-… https://t.co/Rpcr9V0tCv","managehours"
"positive","@OzKaterji Good day from Lagos Nigeria.\nWe keep #Ukraine in our thoughts and prayers_ hoping for a quick end to… https://t.co/2pRPOa19Hq","jideyusuf"
"negative","Trump was one of putin's weapons of mass destruction preparing for his idealized, now failed, try at WWIII-\n\n$250,0… https://t.co/v9oKReR0Ua","managehours"
"neutral","@jimmurphy42 @thebradfordfile Trump was one of putin's weapons of mass destruction preparation for his idealized, n… https://t.co/Lpz10JmCFq","managehours"
"neutral","putin started WWIII years ago: #russianATTACK against #AMERICA &amp; #NATO-Biden works 2 get #RussianPeople 2 oust the… https://t.co/LkFpfNRyEJ","managehours"
"neutral","Mariupol, Ukraine Reduced to Rubble as Zelensky Accuses Russia of Genocide via @TMZ #genocide #russianattack… https://t.co/qzEycaGT5I","Akanomaly"
"neutral","RT @newsindia24x7_: रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग\n\n#RussiaUkraineWar…","Anchor_Charul"
"neutral","RT @newsindia24x7_: यूक्रेन युद्ध पर अमेरिकी राष्ट्रपति का बयान, \" ये युद्ध काफी लंबे समय तक चलेगा\" - @POTUS \n\n#RussiaUkraineWar #RussianWa…","Anchor_Charul"
"neutral","रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/MyQQkmU0XB","newsindia24x7_"
"neutral","रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/SL9RJdOmEQ","newsindia24x7_"
"neutral","यूक्रेन युद्ध पर अमेरिकी राष्ट्रपति का बयान, \" ये युद्ध काफी लंबे समय तक चलेगा\" - @POTUS \n\n#RussiaUkraineWar… https://t.co/KsMRQppxpc","newsindia24x7_"
"neutral","पोलैंड बॉर्डर पर रूस की जबरदस्त स्ट्राइक, यूक्रेन के शहर लवीव पर रूस ने दागी मिसाइल \n\n#RussiaUkraineWar… https://t.co/K1CDmiYBzz","newsindia24x7_"
"neutral","फिलीपींस में ज्वालामुखी विस्फोट का खौफनाक मंजर, राजधानी मनीला से थोड़ी दूरी पर फटा ताल ज्वालामुखी \n\n#Phillipines… https://t.co/bT4zO6gRqB","newsindia24x7_"
"neutral","यूक्रेन पर 32वें दिन रूस ने तेज़ किए हमले, ब्लैक सी से रूस ने यूक्रेन पर दागी मिसाइल\n\n#RussiaUkraineWar… https://t.co/Iu1D5Y1F3F","newsindia24x7_"
"positive","\"The WH\" \nPlease let me clarify where we REALLY are-\n\n(R)-led SENATE INTEL- August, 2020, under #tfg-… https://t.co/hUNEoM2L9H","managehours"
"neutral","@michaelbd I don't know- Putin already ate your brain- If you ever had one- #PutinsWarCrimes \n\nThere is an ongoing… https://t.co/VGAGbiI0RF","managehours"
"negative","The alleged #RussianAttack came as #USPresident #JoeBiden delivered a speech in #Warsaw, #Poland, some...(400km) fr… https://t.co/bvDb9Ld9uw","KamauNews"
"neutral","https://t.co/h2rFpd3ELr\nরুশ আগ্রাসনের পর চেরনিহিভের জনসংখ্যা অর্ধেকেরও বেশি হ্রাস পেয়েছেঃ মেয়র\n#russiaukraine… https://t.co/Tw6JLl8fnf","AnmNews"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","brand_dixit"
"positive","@nexta_tv I can't really believe we are homeless..\nI lost my husband 😭😭\nWhere do I go from here. God will definitel… https://t.co/jN6FkPXs5n","KalyanNyura"
"neutral","To raise funds to assist its army and civilians who have been harmed by the ongoing Russian attack, Ukraine has lau… https://t.co/QqaTmGjJH9","ckmnewsfeed"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","SatyamEden_OO7"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Hindu_MkDixit"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","DSp_pari"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","shivam_m_dixit"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurP29942758"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurBetuSing3"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheKavyaMishra"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheVivir_Hi"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","ThakurVeenuSin1"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Ramprat36978231"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","viral_ladka11"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","PuspaTiwari18"
"positive","RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","Jaireyy"
"neutral","#Russianattack #CyberAttack  #Russians #DuchessofCambridge https://t.co/6RErAaXKor","Sherry88Klntrpr"
"negative","When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will r… https://t.co/tLxMMR4MLU","HimerikJulia"
"positive","300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news","TheNationalBul1"
"negative","NATO To Boost Kyiv's Chemical And Nuclear Defences Amid Risk A Russian Attack Could Drag Alliance Into The Conflict… https://t.co/pfOGkVoRXl","topaccolade"
"neutral","https://t.co/pE9IQf5y5G #RussianAttack on a #UkrainianSupermarket","DannyVoglesong"
"neutral","മരിച്ചവരെ കുഴിമാടങ്ങളിൽ കൂട്ടമായി അടക്കം ചെയ്യേണ്ട സാഹചര്യമാണ് #Ukrainwar #Mariupol #theatre #Russianattack https://t.co/jLA6vhTCid","MediaOneTVLive"
"negative","300 feared dead in #Russianattack on #theatre in Ukraine's #Mariupol \n\n#RussiaUkraineWar \nhttps://t.co/qmG4xgYYPn","indiatvnews"
"neutral","#Ukraine: #Odesa citizens train to fight as city waits for #Russianattack \n\n#DownWithPutin! #russianinvasion… https://t.co/iLKXWJvUyq","jacki_house"
