sentiment,text,user
"neutral","RT @Zakaria_Z_Army: I wonder why tweety shows these messages of nonesense related to #Russia #china #iran media..\nwhile it doesn't show CIA…","HakanCavus75"
"neutral","@LulzSecMafia says they had a #TangoDown on neostock[.]ru - CS:GO Community, well #ThatsUnfortunate\n\n#OpRussia… https://t.co/dUcWV5b6sB","KrazyKaoticMess"
"neutral","#Chip, #container e #noli marittimi, #PNRR e #conflitto russo-ucraino. Di questo è molto altro ne abbiamo parlato c… https://t.co/9TVyN1db6L","MarioCatalano2"
"negative","RT @KrazyKaoticMess: If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadly m…","Anna34366210"
"positive","RT @ukrainianwar24: More volunteers arrived in Ukraine..\n\n🇺🇦 🇦🇺🇬🇪🇺🇸🇵🇱🇬🇧🇦🇿🇵🇹🇫🇷🇨🇱🇳🇴🇫🇮\n\n#Ukraine #Russia #UkraineWar #UkraineRussiaWar \n https…","Anna34366210"
"positive","RT @alemannoEU: Patriarch Kirill being removed from EU sanctions list upon Viktor Orban’s demand is the most preposterous, embarrassing and…","Richard_Scorer"
"neutral","\"Although Moscow would never bother asking for #Yerevan’s consent to redeploy some Russian troops from its 102nd mi… https://t.co/XXlrvFh9Iy","AzStudies"
"positive","RT @KrazyKaoticMess: @Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (par…","BornerJere"
"negative","RT @KrazyKaoticMess: If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadly m…","BornerJere"
"positive","Ukrainians used to live happily in their homes, today they live under the horror of constant #Russian attacks. That… https://t.co/Ji7o0AkTk0","LlopisMarta95"
"neutral","RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…","LetezgherR"
"neutral","RT @amu_mihre: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #500DaysOfTigrayGenocide, remain forgotten…","tsegamahder3"
"neutral","RT @IndiaNews_itv: दुनिया के अंदर दो ही देश ऐसे है जो रूस से क्रूड ऑयल ले रहें है जिसमें एक भारत है- रूस-यूक्रेन युद्ध को लेकर बोले बीजेपी…","SIMRANJ34199407"
"neutral","RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgotten…","Deramba1"
"neutral","RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotten…","Deramba1"
"negative","RT @bayraktar_1love: Technical MLRS vehicle in service with the Ukrainian military.  Such machines began to arrive recently.  \n\nIn the grou…","pwbusy99"
"neutral","RT @IndiaNews_itv: रूस-यूक्रेन युद्ध को हुए 100 दिन, अब आगे क्या ? \n\n#RussianArmy #RussianUkrainianWar #UkraineWar #UkraineUnderAttaсk #Vla…","SIMRANJ34199407"
"neutral","RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotte…","hc_wss"
"neutral","#US🇺🇲, #EU🇪🇺 et #UK🇬🇧 discutent des termes du cessez-le-feu en Ukraine!\n\n#Ukraine 🇺🇦 #UkraineWar\n#CNN 🇷🇺… https://t.co/vVz9zrJEgD","UA_22_Ukraine"
"negative","If you thought this far into #RussiaInvadedUkraine that support for #Ukraine would slow or even halt, you were sadl… https://t.co/qcLlpPIduU","KrazyKaoticMess"
"neutral","RT @demontvalon1: #UkraineWar A en croire les services de renseignements, dont les analyses concordent, Vladimir Poutine serait malade, et…","Wamadeus38"
"neutral","RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…","Tite56012815"
"positive","RT @SVPSingh: #UkraineWar #Tv9BharatvarshNo1 @iamansood @dmtripathi007 @IshlinKaur Have social media soldiers taken over https://t.co/rnzcr…","IshlinKaur"
"neutral","The US, EU and UK are negotiating terms for a ceasefire in Ukraine, sources told CNN.\n\n Negotiations are ongoing, i… https://t.co/Lys35K9bvl","lord_of_war____"
"negative","RT @OneVenusThrow: 100 Days Of War Take A Heavy Toll On #Ukraine As #Putin’s Forces Hammer #Donbas\n\"Families have been torn apart and villa…","Akire2Janse"
"neutral","RT @M_Reichardt_AfD: Welch wahnsinnige Aussage! #Habeck legt das Schicksal 🇩🇪in die Hand ukrainischer Oligarchen, die für ihren \"Endsieg\" a…","mariofischer59"
"neutral","I've got an analogy for you... Putin is Palpatine, Lavrov is Vader, Boris Johnson, Farage, orban and trump etc.. Mo… https://t.co/kxTVPEY8Ev","Aravik9"
"neutral","RT @5thSu: 🇷🇺BMPT-72 Terminators given to Chechen forces in LPR.\n#UkraineWar \nhttps://t.co/3N0Qne6qVC","Ulciscory"
"neutral","Ukrainian troops shelled the DPR 62 times a day, firing 463 pieces of ammunition, the representative office of the… https://t.co/837uOXYl91","lord_of_war____"
"neutral","RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…","NinaNina2121211"
"neutral","RT @GiovaQuez: Biden: \"Niente sull'Ucraina, senza l'Ucraina. E' il loro territorio. Non dirò loro cosa devono fare e cosa non devono fare\"…","akrachm"
"neutral","RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotten…","Mebraht60251633"
"neutral","RT @weyanit_helen: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgo…","WelduYtbarek"
"neutral","RT @Danait70: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #576DaysOfTigrayGenocide, remain forgotten…","Mebraht60251633"
"neutral","RT @GiovaQuez: Macron: \"Putin ha fatto un errore fondamentale per la sua gente, per se stesso e per la storia invadendo l'Ucraina e adesso…","akrachm"
"neutral","36/\n⚡️On the night of June 4, the Russian troops shelled the Nyzhnie Pishchane village of Sumy District, the #Sumy… https://t.co/T4QQ5BUUt4","yugan___"
"neutral","As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain… https://t.co/lDy9dgJc7X","Gheralta_rimey"
"neutral","RT @Gerashchenko_en: Serhii Sosiura, Warrior in Territorial guards, neutralized the enemy's tank - he jumped on it and threw a grenade insi…","Mapkyc_Jn"
"neutral","🎶 Friedenspanzer 🎶 \n\n#DieÄrzte #UkraineWar https://t.co/Utn4mG8w7H","9zehn100_8und70"
"neutral","RT @GiovaQuez: Salvini: \"Se aspettiamo il Pd o qualcuno dei 5 Stelle per costruire la pace dovremmo attendere anni\". Quindi è giusto che si…","RobertoRenga"
"negative","RT @anonukops: #Anonymous Releases a terabyte of data and emails from RKP Law, a #Russian law firm that works with major banking, media, oi…","ivanofarsky"
"neutral","RT @ILhamilhm3: As the world focuses the #UkraineWar, our families in #Tigray, Ethiopia, who face #574DaysOfTigrayGenocide, remain forgotte…","Gheralta_rimey"
"positive","@Cero_On3 @DoomSec_ has a #TangoDown on rosreestr[.]gov[.]ru \n\nUnified Information Resource on Land &amp; Real Estate (… https://t.co/OUs0Stfi67","KrazyKaoticMess"
"neutral","RT @gahamalian: The Soyuz-2.1a rocket was launched from #Baikonur with the Progress MS-20 cargo spacecraft carrying a 3D printer and nanosa…","WiederZuruck"
