sentiment,text,user
"neutral","Today @brew4ukraine sent $1752 to @unicef, this donation was made by @WestkeyLtd that donated 8000 #PutinHuylo labe… https://t.co/TtLRxg0tvb","Brew4Ukraine"
"neutral","https://t.co/iNvAgnUlpi\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector #nftcommunity #cryptoart… https://t.co/vTS90Yxdf8","LouisPascalRon"
"positive","Russia in a helping role: According to the African Union, Putin is ready to export grain\n #AfricanUnion… https://t.co/9mNAgikpkZ","JuicyReviewz7"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/W5uhNkug0e","caffeinsomniac"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/vTc55Yp6jn","caffeinsomniac"
"positive","RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runni…","ConnieLutz9"
"negative","RT @MarKittyKat: Russians don’t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fate as M…","istamblue"
"negative","RT @MarKittyKat: Russians don’t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fate as M…","StvnsFrnk"
"negative","Russians don’t capture cities they destroy them.  This video shows Sievierodontesk, which is now facing the same fa… https://t.co/Wf3S0m2zl1","MarKittyKat"
"neutral","The Swiss arms industry is losing all its customers: What's the point of buying merchandise that you don't fully ow… https://t.co/zrUTHq6jDy","HAL96661"
"neutral","#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflict… https://t.co/lzd88PXDDX","HAL96661"
"positive","\"Russian attempts to limit the use of VPNs and Tor\" I already read that more than a year ago ...🤭… https://t.co/LReqMeKgke","HAL96661"
"positive","The Russian position is however very clear, they will allow and help all exports of their agricultural products. Es… https://t.co/lu5JCSiTPL","HAL96661"
"positive","RT @ARehman_Blog: So really? Why world was silent when this was going on? Lol!\n\n#Ukraine #UkraineRussiaConflict #UkraineRussie #UkraineConf…","NezoNezuko"
"neutral","🟠🇺🇦🇲🇫 Zelensky n'autorise pas l'envoi de produits de première nécessité par colis\n\n''Incroyable, ma femme a de la f… https://t.co/DQSJL0MYmK","AlexQ51430"
"negative","R.I.P \nI have no doubt that many others will inflict terrible damage!\n#StandWithUkraine #Ukraine #Poutine… https://t.co/KUoub1Zi5t","HAL96661"
"neutral","@JulianRoepcke @BILD @ciudadfutura 〝Evacuees from #Kherson’ve been stranded by 🇺🇦Nationalists〟\n〝Homecoming is Thwar… https://t.co/pZGYDsw7nC","sigure_ousaka"
"negative","If anyone believes in it, he is a level ∞ moron\n\n#Ukraine #Russia #RussiaInvadedUkraine #UkraineConflict… https://t.co/zzsQ7yyWyj","cryptollokoo"
"neutral","@TheStudyofWar @WSJ One day they will have to cross it, in their plans ... 🤭\n#StandWithUkraine #Ukraine #Poutine… https://t.co/1vLTO7hAaB","HAL96661"
"positive","This kind of statistics is perfectly in line with the daily data of the Ukrainian forces. Once again, nothing will… https://t.co/JcuLY6Ulcy","HAL96661"
"negative","The problem with the Russian armed forces is that they are not well armed and forced to give their all...😡🤬bastard… https://t.co/fJQkVaDfJw","HAL96661"
"negative","RT @HAL96661: @Macky_Sall Do you mean products stolen from the Ukrainian people? I think Zelenskiy, 🇺🇦🇪🇺🇺🇸🇬🇧and much of the world's leaders…","Yes2winC"
"negative","@Macky_Sall Do you mean products stolen from the Ukrainian people? I think Zelenskiy, 🇺🇦🇪🇺🇺🇸🇬🇧and much of the world… https://t.co/r7f9pUVLjO","HAL96661"
"negative","RT @RusskieUkraine: #Ukrainian forces take turns firing rockets at Russian military vehicles.\n\n#Ukraine #FuckPutin #UkraineRussiaWar #Ukrai…","islandchild89"
"positive","RT @SukursalRock: Four months ago their lives were normal, just like yours and ours. And now... STOP THE WAR NOW! ☮️🕊️ #PrayForUkraine #Sto…","SukursalRock"
"positive","మా పరిస్థితిని అర్థం చేసుకోండి https://t.co/s2f9l4DTgK via @Telangana తాజా వార్తలు  | Latest Telugu Breaking News… https://t.co/xCrCBsGyMu","ManaTelanganaIN"
"neutral","RT @ArisMessinis: In eastern #Ukraine at a front. \n#UkraineConflict https://t.co/4u0YALgJUO","GPerdikaris"
"positive","RT @ArisMessinis: In the town of Schastia in eastern #Ukraine near #Lugansk. \n#UkraineRussiaCrisis \n#UkraineConflict https://t.co/UmVibicWwA","GPerdikaris"
"positive","RT @ArisMessinis: In the town of Schastia on 22/2/22 in eastern #Ukraine near #Lugansk. \n#UkraineRussiaCrisis \n#UkraineConflict https://t.c…","GPerdikaris"
"positive","RT @MatasMaldeikis: Let's remember that Putin became President after bombing residential blocks full of his own citizens. When it comes to…","aslm510"
"neutral","#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflict… https://t.co/ERByxJJMxf","HAL96661"
"positive","A #UkranianRefugee who fled to the #UK said she recognised her stolen possessions, including a new boiler, electron… https://t.co/lAVfKqApv9","hands_skies"
"positive","\"Genuine tragedies in the world are not conflicts between right and wrong. They are conflicts between two rights.\"… https://t.co/AQ6XakYb38","Franco_Africain"
"positive","RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runni…","A3_Melle"
"positive","RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runni…","AlwarrenSidh"
"neutral","\"Europe has to grow out of the mindset that Europe's problems are the World's problems \" \n\nWhy to choose an axis if… https://t.co/XNG0Ox1LcU","awaneesh376"
"positive","RT @audiocustoms82: Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission runni…","Panduhh2020"
"neutral","#ukraineconflict #russianinvasion #saveukraine #StopRussianAggression #UkraineCrisis #chernobyl #Chernóbil… https://t.co/m7a9MxU4mr","Trespuntosed"
"neutral","I wish you had dozens of them! #StandWithUkraine #Ukraine #Putin #PutinHitler #PutinAtWar #UkraineRussianWar… https://t.co/OlmnedbjZk","HAL96661"
"negative","RT @uafreesky: ⚡️ Ukraine. Ukrainian drones are destroying BMP-2s of the Russian occupiers. Not a minute's rest for the Russian occupiers.…","cathy39637692"
"positive","While There Be More Cyber Attacks Due To Ukraine Conflict?\n\nGerman financial regulator BaFin issued a fresh cyber s… https://t.co/XcoADXibSq","drmuhammadmalik"
"neutral","#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflict… https://t.co/Foug8JwWdB","HAL96661"
"neutral","#UkraineConflict ❗️❗️❗️ https://t.co/Gz4i5yJXcK","alpha7B5"
"negative","⚡️ Ukraine. Ukrainian drones are destroying BMP-2s of the Russian occupiers. Not a minute's rest for the Russian oc… https://t.co/yhJJ6xoJ5r","uafreesky"
"neutral","Decision Time Has Come for #Russia in #Ukraine (by Paul Craig Roberts, Institute For Political Economy, 2 Jun 2022)… https://t.co/0cv9kpQ9Qq","alpha7B5"
"neutral","#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflict… https://t.co/YkFPk3uZSt","HAL96661"
"positive","Nice 🤭\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie… https://t.co/YY09dqfW3J","HAL96661"
"positive","Call signs, from left to right:\nBig Blue, Old School, Kiwi, Thatcher\nWe really need donations to keep our mission r… https://t.co/asw34EfwS8","audiocustoms82"
"neutral","https://t.co/ve9Z63hRQE \n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar… https://t.co/Mgaw9emzuw","HAL96661"
"positive","Western Narratives Full Of #Lies And Hopium As #Ukraine Is Losing #War (by Dr. Leon Tressell, SouthFront, 31 May 20… https://t.co/few607QDAb","alpha7B5"
"neutral","🤞🤞🤞\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie… https://t.co/OQZBgHL1Zp","HAL96661"
"neutral","#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar #UkraineRussie #UkraineConflict… https://t.co/C16tmBzEoY","HAL96661"
"positive","Professional Looters\n\n#StandWithUkraine #Ukraine #Poutine #PoutineHitler #PutinAtWar #UkraineRussianWar… https://t.co/ZvxwPoWc5F","HAL96661"
"neutral","War in one picture.\n\n#war #conflict #weapons\n#RussiaUkraineConflict #UkrainianArmy #потерьнет #RussianArmy… https://t.co/aOOUV1Xk2w","Ex0dvs"
"neutral","#Russie #Ukraine #ukraineconflict \nDu lourd, tu très lourd!\nOn n'est pas à la TV, là, à supporter des gamelin de pl… https://t.co/Vnh96D7Zs1","Clovis_76"
"negative","World Insights: 100 days of Russia-Ukraine conflict -- no quick end in sight\n#russia #ukraineconflict #world… https://t.co/RoznR2HhfG","unbnewsroom"
"positive","Russia's Pacific Fleet starts naval exercises involving more than 40 warships, state media says. #Ukraine #UkraineConflict #UkraineCrisis","Moritzbhg"
"neutral","Ukrainian officials say Russia is suffering \"systematic counterattacks\" in the south. #Ukraine #UkraineConflict #UkraineCrisis","Moritzbhg"
"neutral","@papike_fr @BouillyPhilipp1 @JLMelenchon Il est à peu près aussi fiable que les infos à la télévision russe et à pe… https://t.co/aJPYyxCKYZ","FRANCENARQUES"
"negative","RT @enriquesouza_: That is what I was afraid of. You don't corner a rat leaving it without scape. Putin is too proud to lose this stupid wa…","RinaPramesti06"
"neutral","#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussia… https://t.co/mA0KHaM8RK","Feenwald"
"neutral","#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussia… https://t.co/G0AWP8ukK8","Feenwald"
"neutral","#Ukraine #Putin #Sanktionen #Ukrainian #UkraineCrisis #UkraineWar #UkraineConflict #Ukrain  #UkraineRussia… https://t.co/kY483KGrIL","Feenwald"
"positive","RT @cepegma: A nice #data-based article about the migration flows from #ukraine due to the #ukraineconflict and how it has hit #EU national…","GlenKCampbell"
"positive","RT @WorldToBe1: How True is Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky's angle on #Ukraine?( Modern Ukraine Fo…","WorldToBe1"
"neutral","RT @WorldToBe1: Some reasons why Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky accuses the #USA #Europe #NATO &amp; t…","WorldToBe1"
"negative","RT @WorldToBe1: Kazakh-born Russian politician of Ukrainian Father Vladimir Zhirinovsky Tells a Joke to show that there is little or no dif…","WorldToBe1"
"positive","RT @WorldToBe1: The #UkraineConflict: Where many ignore History, Chronology...https://t.co/PxoI7swsiH #Deutschland #UK #GBR #France #Espana…","WorldToBe1"
"neutral","RT @Highfield_Res: Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is impact…","StefiMaher"
"neutral","Our Managing Director and CEO Ignacio Salazar is interviewed by @SPGlobal, discussing how the #ukraineconflict is i… https://t.co/BZAMO5luWp","Highfield_Res"
"neutral","Beijing chafes at Moscow’s requests for support, Chinese officials say\n#Ukraine #Russia #UkraineConflict #Europe… https://t.co/6q5au4KXQQ","1DeepThinker7"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","Remember1421"
"neutral","RT @MILTONRIANOP: Espectacular paisajes!!!!!! Es la naturaleza ☺️😸 pura los valles de vida, ríos, naturaleza y nubes es vida, !!!! Simpleme…","MILTONRIANOP"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","geof_hughes"
"neutral","Ukraine's Zelenskiy eyes \"inflection point\" in war as Russia tightens grip on key target @sightmagazine… https://t.co/s2tblSrxVZ","sightmagazine"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/I555CWh6sh","caffeinsomniac"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/74QMyyonA1","caffeinsomniac"
"negative","#Ukrainian forces take turns firing rockets at Russian military vehicles.\n\n#Ukraine #FuckPutin #UkraineRussiaWar… https://t.co/cZc9YhQkNK","RusskieUkraine"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","4truthnjustiz"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","minnie_mall"
"neutral","The #UK has pledged to send medium-range rockwt systems to #Ukraine after the #US and #Germany said they would equi… https://t.co/ZAamdtpUUr","Moritzbhg"
"neutral","#NATO Secretary #jensstoltenberg delivers remarks at #whitehouse stakeout location about #ukraineconflict ,… https://t.co/HcSjKAotyU","angelonoli"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","davidwjohns1111"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/sc1bYAwA7d","caffeinsomniac"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/ZxqQW9zXvX","caffeinsomniac"
"neutral","#UkraineWar #ukrainewarreport #UkraineInvasion #UkraineConflict #UkraineCrisis #Ukraine #Russia #Belarus #Putin… https://t.co/KRMrxJTkRF","caffeinsomniac"
"negative","RT @minnie_mall: WORLD WAR III: THE END GAME WAR \n\nhttps://t.co/JZxpqUuw93\n\nFrom Alexander Mercouris\n119K subcribers\n\nDespite HIMARS US Arm…","ElenaGekker"
