sentiment,text,user
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","Spotify63284460"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","RhondaPPotter19"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","HaraldFreter"
"positive","RT @sashiku72570985: @e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory - #Stop…","sashiku72570985"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","olivierglinec"
"positive","@ZelenskyyUa \n\nBattles are won by love &amp; gratitude , request to negotiate #StopTheWar #Vasudevakudumbagam","sashiku72570985"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","RortySorbet"
"positive","@e_kremlinrussia \n\nWin billion hearts with love around the globe.Russia &amp; its people will remain full of Glory -… https://t.co/lxBKrCcxGj","sashiku72570985"
"neutral","Diese Aufnahme ist so alt wie ich, \nund immer noch aktuell..\n#StopTheWar 🕊️\nhttps://t.co/u3gMx8pyBh","KarliMartell"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","Januszabski2"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","PierrotVgx"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","MarciaBunney"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","Lynski_07"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","6002Peanuts"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","JR_LeGall"
"neutral","RT @IkichDa20200518: おはようございます☀にゃん🐈‍⬛\n土曜日だにゃん\n #NoWar  #NoWarPlease 🙏✌️🐈#WorldPeace 💛💚💙💜❤️\n#StopTheWar #平和がいいにゃ\n #猫  #黒猫 #黒猫だいすき🐈‍⬛🐕#黒猫クラブ…","whitecatlin"
"neutral","RT @JwlQst3: After 100 days of war, Putin is counting on the world's indifference\n\nhttps://t.co/ZEYrWAY3VK\n\n#StopRussianAggression #StopPut…","hendersam2022"
"negative","RT @nat_oki: @KyivIndependent #ArmUkraineNow They don’t have enough ammunition. .. They are hardly defending.   Lord please help 🇺🇦 breath…","oreminsteluspl1"
"positive","RT @BremerVan: Maria sends big virtual hugs to all the people supporting.🤗\n\nIf you can, show the family some love on Insta👇 or with a nice…","avyesh_"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","KINGS1973"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","TraderMom4"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","CADcrush"
"neutral","RT @TrebiArt: Hier die angekündigte 'Kunstinstallation'  🤗\n\n__ __ __ __ __ __ __\nName:\n\"Haie im Feld\"\nText:\n\"Damit möchte ich auf die Kornv…","PallyG6"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","NatJuillet"
"neutral","#RussianPeople #StopTheWar\n\n#StopTheWarCrimes https://t.co/QGEZHyD1Wi","rocits"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","SoraYuy"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","wytelilly"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","MunsoKahn"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","spacia0126"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","marynlm"
"neutral","RT @IkichDa20200518: おはようございます☀にゃん🐈‍⬛\n土曜日だにゃん\n #NoWar  #NoWarPlease 🙏✌️🐈#WorldPeace 💛💚💙💜❤️\n#StopTheWar #平和がいいにゃ\n #猫  #黒猫 #黒猫だいすき🐈‍⬛🐕#黒猫クラブ…","kurochan_taka"
"positive","RT @BremerVan: Maria sends big virtual hugs to all the people supporting.🤗\n\nIf you can, show the family some love on Insta👇 or with a nice…","KhaaliyahWebb"
"neutral","RT @waraumugi: #StopTheWar https://t.co/qgLlHxKzAK","PUoyf1Kt6q8FJuY"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","RaspberryOrg"
"positive","RT @jrdm_rose: #StopTheWar","Xanne_67"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","jackpot77717"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","Leonlovescats"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","usapon6002"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","Kobe09201"
"neutral","RT @chiya88888: おはようございます。\n神奈川19℃、陽射しまぶしい朝です。\n\n昨日は何となくバタバタしていて、ご挨拶出来ませんでした。\n\n任務途中に、鉄分を補給。\nロマンスカーにもしばらく乗車していないなぁ…なんて、ふと。\n\n今週もお疲れさまでした。\nよい週末を…","ASoundworks"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","onedaygohan"
"positive","RT @BremerVan: Maria sends big virtual hugs to all the people supporting.🤗\n\nIf you can, show the family some love on Insta👇 or with a nice…","Thecatsdream"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","Thecatsdream"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","GONZOtheGhoast"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","GrsyCheesebrger"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","uni40927364"
"neutral","RT @MatsumuraKazuko: 🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ \n#松…","6002akm"
"neutral","🎉✨😆✨🎊\n『ユチョンおめでとう』#Happy6002day\n#2022HappyユチョンDay\n#박유천_생일축하해\n#JYJ_FOREVER\n#AlwaysbesideofYU\n#StopTheWar\n#戦争反対\n#アメブロ… https://t.co/XLtXYEdYBY","MatsumuraKazuko"
"neutral","Imagine Peace.\n\n#Ukraine #ImaginePeace #NoWar #StopTheWar \n#нетвойне #Противійни","Iwabuchi_Y"
"positive","RT @BremerVan: Maria just finished a new cat drawing. ✍️ 🐈 🥰 \n\nThe Zakarpatska region where she fled to with her mom was hit by missiles ye…","tracy477"
"neutral","Cross section of my head reveals I have Ukraine brain. #100DaysofWar #standwithUkraine #StopTheWar… https://t.co/LzoGf8VaUN","abamber"
"neutral","土砂降り、雷、稲光り。見てるとビール飲みたくなる。\nI wanted to drink beer during thunder and lightning. #stopthewar #peaceforukraine… https://t.co/QLPf6O6PtN","rimakohorikawa"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","AustinVTran"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","darealshadow"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","Chritchen"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","zenrecords"
"neutral","#StandWithUkriane #StandWithUkraineNOW\nthis Song is dedicated to the People Of #Ukraine...#StopTheWar \n**** CHECK O… https://t.co/QZxSGuxUon","mymusicliveson"
"neutral","#戦争反対\n#NoWar\n#нетвойне\n#Противійни\n#STOPTHEWAR\n#あらゆる戦争に反対します","mutsura_subaru"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","jgjvvj7667"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","charmainehogan"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","JotaSZN20"
"neutral","#StopTheWar 💔🇺🇦 https://t.co/kMi2WvMVkp","mataveli_"
"negative","@KyivIndependent #ArmUkraineNow They don’t have enough ammunition. .. They are hardly defending.   Lord please help… https://t.co/gC3si0CPlE","nat_oki"
"neutral","RT @TrebiArt: Hier die angekündigte 'Kunstinstallation'  🤗\n\n__ __ __ __ __ __ __\nName:\n\"Haie im Feld\"\nText:\n\"Damit möchte ich auf die Kornv…","christinepaulus"
"neutral","RT @RobertBiedron: 100 dni wojny w Ukrainie i 2 dni po Dniu Dziecka. Warto przypomnieć zatem i pamiętać.🇺🇦 #stopthewar https://t.co/IaflpF8…","Wiktori30165500"
"neutral","RT @PACE_News: After #100DaysOfWar in Ukraine, @PACE_President Tiny Kox has the same message to Russia as on day one: #StopTheWar.\n\nRead hi…","SEmanir"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","KareninaLaurea1"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","paparock0813"
"neutral","RT @MolinaStreetArt: STOP THE WAR!! 🇺🇦🕊 \n\nArt by French Jef Aérosol in Paris, France (2022) #jefaerosol #stencilart #parisstreetart #stopth…","SoSick_______"
"neutral","RT @Klitschko: 100 Days of barbaric war. #WeAreAllUkrainians #StandWithUkraine #StopTheWar #FreeUkraine https://t.co/1kMTLL4yga","NFLObjectors"
